max_depth,mse
1,90.98323367196589
2,81.0241465149505
3,75.13092984407334
4,67.43211751492557
5,58.22626711890268
6,53.676018818865266
7,54.25930495294906
8,50.489024772400406
9,47.22931174240302
10,47.07667215084716
11,40.934617630831006
12,37.76981380552546
13,36.0481191540986
14,36.11193735221821
15,36.12185538022119
16,31.964333091704408
17,32.783810914018886
18,29.03435895908305
19,28.268119787568544
20,29.092460556457198
21,27.05518475049917
22,26.28173251203113
23,25.34301852805542
24,24.651819278377065
25,26.201878203712774
26,27.379206315107645
27,24.613914961524518
28,23.160465701118422
29,23.906749763098517
30,22.99396789620835
31,22.599648599536547
32,22.71603926449236
33,22.136855217127366
34,17.581369596030598
35,18.034007796715994
36,18.27608660908759
37,17.049074134066974
38,18.124630260415532
39,17.175810209095967
40,17.3499856524794
41,16.53694592356717
42,16.258304942486394
43,16.105974177196853
44,16.53744127503908
45,16.4517049745418
46,17.120825708909454
47,16.85189509828375
48,17.160041173580574
49,16.87697030494947
50,16.80900732992304
51,17.469313459489886
52,16.79721924408388
53,16.802712680936878
54,16.802712680936878
55,16.802712680936878
56,16.802712680936878
57,16.802712680936878
58,16.802712680936878
59,16.802712680936878
60,16.802712680936878
61,16.802712680936878
62,16.802712680936878
63,16.802712680936878
64,16.802712680936878
65,16.802712680936878
66,16.802712680936878
67,16.802712680936878
68,16.802712680936878
69,16.802712680936878
70,16.802712680936878
71,16.802712680936878
72,16.802712680936878
73,16.802712680936878
74,16.802712680936878
75,16.802712680936878
76,16.802712680936878
77,16.802712680936878
78,16.802712680936878
79,16.802712680936878
80,16.802712680936878
81,16.802712680936878
82,16.802712680936878
83,16.802712680936878
84,16.802712680936878
85,16.802712680936878
86,16.802712680936878
87,16.802712680936878
88,16.802712680936878
89,16.802712680936878
90,16.802712680936878
91,16.802712680936878
92,16.802712680936878
93,16.802712680936878
94,16.802712680936878
95,16.802712680936878
96,16.802712680936878
97,16.802712680936878
98,16.802712680936878
99,16.802712680936878
100,16.802712680936878
101,16.802712680936878
102,16.802712680936878
103,16.802712680936878
104,16.802712680936878
105,16.802712680936878
106,16.802712680936878
107,16.802712680936878
108,16.802712680936878
109,16.802712680936878
110,16.802712680936878
111,16.802712680936878
112,16.802712680936878
113,16.802712680936878
114,16.802712680936878
115,16.802712680936878
116,16.802712680936878
117,16.802712680936878
118,16.802712680936878
119,16.802712680936878
120,16.802712680936878
121,16.802712680936878
122,16.802712680936878
123,16.802712680936878
124,16.802712680936878
125,16.802712680936878
126,16.802712680936878
127,16.802712680936878
128,16.802712680936878
129,16.802712680936878
130,16.802712680936878
131,16.802712680936878
132,16.802712680936878
133,16.802712680936878
134,16.802712680936878
135,16.802712680936878
136,16.802712680936878
137,16.802712680936878
138,16.802712680936878
139,16.802712680936878
140,16.802712680936878
141,16.802712680936878
142,16.802712680936878
143,16.802712680936878
144,16.802712680936878
145,16.802712680936878
146,16.802712680936878
147,16.802712680936878
148,16.802712680936878
149,16.802712680936878
150,16.802712680936878
151,16.802712680936878
152,16.802712680936878
153,16.802712680936878
154,16.802712680936878
155,16.802712680936878
156,16.802712680936878
157,16.802712680936878
158,16.802712680936878
159,16.802712680936878
160,16.802712680936878
161,16.802712680936878
162,16.802712680936878
163,16.802712680936878
164,16.802712680936878
165,16.802712680936878
166,16.802712680936878
167,16.802712680936878
168,16.802712680936878
169,16.802712680936878
170,16.802712680936878
171,16.802712680936878
172,16.802712680936878
173,16.802712680936878
174,16.802712680936878
175,16.802712680936878
176,16.802712680936878
177,16.802712680936878
178,16.802712680936878
179,16.802712680936878
180,16.802712680936878
181,16.802712680936878
182,16.802712680936878
183,16.802712680936878
184,16.802712680936878
185,16.802712680936878
186,16.802712680936878
187,16.802712680936878
188,16.802712680936878
189,16.802712680936878
190,16.802712680936878
191,16.802712680936878
192,16.802712680936878
193,16.802712680936878
194,16.802712680936878
195,16.802712680936878
196,16.802712680936878
197,16.802712680936878
198,16.802712680936878
199,16.802712680936878
200,16.802712680936878
201,16.802712680936878
202,16.802712680936878
203,16.802712680936878
204,16.802712680936878
205,16.802712680936878
206,16.802712680936878
207,16.802712680936878
208,16.802712680936878
209,16.802712680936878
210,16.802712680936878
211,16.802712680936878
212,16.802712680936878
213,16.802712680936878
214,16.802712680936878
215,16.802712680936878
216,16.802712680936878
217,16.802712680936878
218,16.802712680936878
219,16.802712680936878
220,16.802712680936878
221,16.802712680936878
222,16.802712680936878
223,16.802712680936878
224,16.802712680936878
225,16.802712680936878
226,16.802712680936878
227,16.802712680936878
228,16.802712680936878
229,16.802712680936878
230,16.802712680936878
231,16.802712680936878
232,16.802712680936878
233,16.802712680936878
234,16.802712680936878
235,16.802712680936878
236,16.802712680936878
237,16.802712680936878
238,16.802712680936878
239,16.802712680936878
240,16.802712680936878
241,16.802712680936878
242,16.802712680936878
243,16.802712680936878
244,16.802712680936878
245,16.802712680936878
246,16.802712680936878
247,16.802712680936878
248,16.802712680936878
249,16.802712680936878
250,16.802712680936878
251,16.802712680936878
252,16.802712680936878
253,16.802712680936878
254,16.802712680936878
255,16.802712680936878
256,16.802712680936878
257,16.802712680936878
258,16.802712680936878
259,16.802712680936878
260,16.802712680936878
261,16.802712680936878
262,16.802712680936878
263,16.802712680936878
264,16.802712680936878
265,16.802712680936878
266,16.802712680936878
267,16.802712680936878
268,16.802712680936878
269,16.802712680936878
270,16.802712680936878
271,16.802712680936878
272,16.802712680936878
273,16.802712680936878
274,16.802712680936878
275,16.802712680936878
276,16.802712680936878
277,16.802712680936878
278,16.802712680936878
279,16.802712680936878
280,16.802712680936878
281,16.802712680936878
282,16.802712680936878
283,16.802712680936878
284,16.802712680936878
285,16.802712680936878
286,16.802712680936878
287,16.802712680936878
288,16.802712680936878
289,16.802712680936878
290,16.802712680936878
291,16.802712680936878
292,16.802712680936878
293,16.802712680936878
294,16.802712680936878
295,16.802712680936878
296,16.802712680936878
297,16.802712680936878
298,16.802712680936878
299,16.802712680936878
300,16.802712680936878
